Iteration,Average Episodic Length,Average Episodic Return,Episodic Return STD,Average Loss
205,200.0,-4.58,1.3321701733788816,-0.00238
206,200.0,-5.48,2.298406560106347,-0.00293
207,200.0,-5.07,1.5030695005135073,-0.00135
208,200.0,-3.36,2.497904143464919,-0.00408
209,200.0,-6.53,3.729006727226699,-0.00313
210,200.0,-3.89,2.5523056083767988,-0.00424
211,200.0,-3.81,2.433213959331539,-0.0036
212,200.0,-3.08,2.3329840563818345,-0.00296
213,200.0,-1.93,3.29625701402103,-0.00389
214,200.0,0.14,2.8739860437930735,-0.00325
215,200.0,-2.32,3.526473531788117,-0.00207
216,200.0,-1.52,3.206942056437228,-0.00301
217,200.0,-1.8,3.7203521881563106,-0.00325
218,187.82,-11.89,31.468821246218123,-0.0042
219,200.0,-0.09,2.8239987010272594,-0.00408
220,186.82,-18.27,40.14673599022978,-0.00344
221,181.08,-25.55,46.337262701025416,-0.00506
222,200.0,1.43,3.698692325772732,-0.0032
223,193.45,-7.94,28.22405524325582,-0.00534
224,200.0,-0.87,2.9242334939179924,-0.00327
225,200.0,-1.03,3.226594066708785,-0.00082
226,200.0,-0.34,2.4293347013256037,-0.00452
227,200.0,-0.29,4.575689701455497,-0.00234
228,200.0,0.64,2.4700600486889766,-0.0025
229,200.0,-2.06,4.735763974686312,-0.00297
230,200.0,-1.12,3.6408644387157243,-0.00448
231,200.0,-0.3,2.4304450941496527,-0.00238
232,193.36,-18.3,39.11070561327671,-0.00484
233,200.0,2.03,2.863286662504472,-0.0026
234,200.0,0.69,2.5686381895497354,-0.00304
235,197.36,-9.01,27.974302989458565,-0.004
236,200.0,0.29,2.4151086358162153,-0.00443
237,200.0,1.85,3.068344487617599,-0.00348
238,200.0,0.84,2.9050231962412707,-0.00333
239,200.0,-0.48,4.688795469747539,-0.00219
240,200.0,3.47,2.4194904312674903,-0.00374
241,200.0,3.58,3.7389461607075565,-0.00397
242,197.45,-5.0,31.31976491731604,-0.00545
243,187.18,-5.57,32.17797228512685,-0.00192
244,200.0,3.4,3.9380355519258625,-0.0036
245,194.91,-6.55,30.10448747415287,-0.0045
246,186.18,-7.79,32.45257320543687,-0.00613
247,200.0,2.57,2.565049946413528,-0.00243
248,200.0,3.14,5.40249976773319,-0.00562
249,200.0,0.84,6.541239244787812,-0.00276
250,200.0,3.86,2.4298797966364956,-0.00242
251,190.09,-15.0,41.680237094904584,-0.00444
252,200.0,2.98,3.134283862205717,-0.00396
253,188.36,-28.25,49.715990774218774,-0.00423
254,200.0,2.67,4.015764765707243,-0.00106
255,200.0,3.76,2.9800607506002694,-0.00185
256,200.0,5.36,3.4582762491745043,-0.00352
257,195.0,-6.81,30.546735093424232,-0.00286
258,200.0,1.68,4.265240917148568,-0.00283
259,190.09,-18.52,44.00554160189869,-0.00363
260,200.0,1.08,4.391077131420183,-0.00256
261,200.0,4.57,4.248596366231696,-0.00445
262,186.55,-15.8,43.05147168651656,-0.00628
263,200.0,3.37,4.829158873190161,-0.00506
264,190.0,-5.83,32.11874913512296,-0.0044
265,200.0,4.07,3.508883978772291,-0.00369
266,200.0,4.58,4.276426000499023,-0.00477
267,200.0,4.64,2.959038812837451,-0.00338
268,188.82,-14.01,42.34219212746282,-0.00554
269,200.0,4.13,3.4831821771720923,-0.00216
270,200.0,4.52,3.7916761876140974,-0.00362
271,200.0,5.0,3.667226993952241,-0.00492
272,200.0,7.78,5.313159734150589,-0.00277
273,192.45,-4.57,29.965636801799125,-0.00615
274,200.0,3.93,3.8936042381513767,-0.00291
275,200.0,5.87,5.05028911159356,-0.00415
276,187.73,-6.26,33.50085144657457,-0.00333
277,200.0,6.99,3.3436246911063296,-0.00443
278,200.0,4.16,3.443827544562661,-0.00316
279,196.09,-2.22,32.013314790884415,-0.00325
280,200.0,5.85,6.733061892698082,-0.002
281,187.25,-11.33,44.07829154502798,-0.00247
282,200.0,5.93,4.276716979780945,-0.00287
283,200.0,6.18,5.421741130005992,-0.00372
284,200.0,5.62,4.97413012487128,-0.00177
285,200.0,5.84,3.4167888273312523,-0.00449
286,187.27,-11.58,42.831774792451554,-0.00471
287,200.0,9.28,4.713995775707766,-0.00308
288,200.0,7.16,4.0862707397483105,-0.00227
289,189.36,-3.37,34.663134461948694,-0.00602
290,194.55,-2.17,32.00482315211599,-0.00417
291,200.0,8.14,3.8048647226028,-0.00258
292,200.0,8.21,2.4680997604441695,-0.00268
293,192.73,-4.01,30.816724520838026,-0.0051
294,200.0,9.23,2.5545637285518725,-0.00474
295,194.55,-2.9,37.092656361818136,-0.00383
296,200.0,8.68,3.5040551790438084,-0.00391
297,191.36,-2.9,30.22271446130574,-0.00755
298,194.45,-2.8,30.01553529687781,-0.004
299,200.0,8.67,5.0563325538319805,-0.00404
300,192.18,-6.79,34.195507853523836,-0.00242
301,200.0,4.9,3.2620069531597182,-0.00512
302,200.0,5.97,3.737025003290194,-0.0025
303,196.55,-5.3,31.38906235600766,-0.00429
304,200.0,5.42,3.1605413639632327,-0.00419
305,200.0,5.3,4.2610193104728715,-0.00356
306,200.0,6.65,3.5028343759018457,-0.00299
307,200.0,6.62,3.8817136969197286,-0.00305
308,200.0,7.01,3.6047610680508395,-0.00532
309,200.0,7.59,5.492622655689083,-0.00404
310,200.0,6.6,3.0847460634973616,-0.0019
311,200.0,5.1,4.347364559950866,-0.0032
312,200.0,7.63,3.7784032685271094,-0.00385
313,187.18,-2.39,36.92895726743455,-0.00612
314,195.09,-0.84,29.758469362138893,-0.00525
315,200.0,9.03,3.5213631519794837,-0.00312
316,193.36,-0.88,29.776117817055177,-0.0048
317,180.08,-17.44,48.57408481303276,-0.00299
318,193.27,-2.42,32.364987828016226,-0.00455
319,200.0,7.95,2.8491123092651893,-0.00383
320,200.0,7.99,3.9155601445242647,-0.00244
321,200.0,6.85,3.921956734908605,-0.00359
322,200.0,5.25,2.270089038836641,-0.00216
323,200.0,6.47,4.035225294680625,-0.00236
324,200.0,4.45,3.310338554128169,-0.00335
325,200.0,7.22,3.073274483165622,-0.00342
326,192.45,-3.39,34.105107331065724,-0.00415
327,200.0,1.35,6.609131769771886,-0.0037
328,200.0,6.97,3.7517501327271656,-0.00265
329,200.0,4.26,2.975500772144045,-0.00368
330,191.91,-3.92,36.90535878192453,-0.00143
331,187.73,-5.21,33.67776568239159,-0.00382
332,200.0,7.03,5.057788344757742,-0.00316
333,186.64,-12.89,47.666693241968915,-0.00623
334,188.18,-0.13,35.68303106878991,-0.00336
335,200.0,7.16,4.114275512915034,-0.00385
336,200.0,5.77,4.898675218230411,-0.00373
337,186.82,-7.73,33.290140493968146,-0.00331
338,200.0,5.37,2.8516374296340183,-0.0035
339,192.73,-4.89,36.864498491703976,-0.00378
340,195.09,-1.34,32.49541042622883,-0.00314
341,189.82,-3.33,32.57031388939218,-0.003
342,197.55,-0.53,28.299283158746153,-0.00453
343,200.0,8.64,4.5979765566368735,-0.0031
344,200.0,5.24,4.358174259970467,-0.00317
345,195.36,-4.75,32.35064724902541,-0.00339
346,198.18,-3.41,30.343139667367762,-0.00328
347,188.36,-7.42,31.273891680969413,-0.00464
348,200.0,6.37,2.8737579533893536,-0.00511
349,200.0,2.49,3.49577667350653,-0.0033
350,193.27,-9.01,36.90709401599646,-0.00392
351,200.0,5.39,3.427167457870997,-0.00449
352,188.09,-4.06,36.64880551828279,-0.00355
353,188.73,-2.21,33.117721420234865,-0.00592
354,198.18,-6.29,30.549229027883907,-0.00277
355,200.0,4.21,3.3726540706524815,-0.00359
356,187.45,-6.69,34.42842105321474,-0.00315
357,200.0,5.11,3.7678028341272496,-0.00339
358,200.0,3.47,3.1417596491475286,-0.00414
359,200.0,3.34,9.63234269793128,-0.00491
360,200.0,6.8,2.7856948922757767,-0.00202
361,200.0,3.61,4.26692867973584,-0.00331
362,200.0,6.09,2.9920244970410534,-0.00485
363,200.0,5.37,4.217358096219428,-0.00318
364,186.36,-2.85,33.43675551024842,-0.00473
365,200.0,6.67,4.088093342342655,-0.00291
366,200.0,1.99,4.926034936911469,-0.00482
367,200.0,4.19,2.1769147101708652,-0.0058
368,200.0,2.23,4.322254847653466,-0.00263
369,200.0,3.35,3.661658534414468,-0.00191
370,200.0,6.37,4.17559514550779,-0.00336
371,200.0,5.11,3.227174358486222,-0.0033
372,200.0,4.98,2.3975624908869566,-0.00295
373,200.0,6.41,3.160497975051647,-0.00387
374,200.0,5.24,3.7299351011597,-0.00646
375,186.45,-4.4,32.88688506248518,-0.00241
376,200.0,9.09,3.9642771361976763,-0.00296
377,200.0,9.49,3.67863674430653,-0.00283
378,188.09,-2.71,35.369881826721944,-0.00287
379,200.0,6.87,2.048132793640653,-0.005
380,200.0,10.06,4.548746018967074,-0.00283
381,191.82,-2.52,39.60226232008371,-0.00211
382,192.36,-1.64,32.639476780837256,-0.00488
383,200.0,8.45,3.3957806834317057,-0.00331
384,200.0,9.04,3.552260747381813,-0.00394
385,200.0,10.89,4.193733541994227,-0.00342
386,200.0,8.71,6.483998213116154,-0.00243
387,191.82,1.52,35.182060025653264,-0.00313
388,200.0,6.96,10.327140687306562,-0.00483
389,190.73,-9.42,46.59948515871192,-0.00345
390,186.36,3.4,35.04164320522382,-0.00467
391,170.38,-24.83,54.47544904381342,-0.0027
392,187.82,2.18,36.089504782363484,-0.00328
393,200.0,11.8,2.5589871579735726,-0.00376
394,200.0,12.53,4.25002379826288,-0.00205
395,191.55,-11.72,45.930901041379634,-0.00516
396,200.0,12.32,4.060058674419718,-0.0018
397,200.0,10.54,4.420143692139121,-0.00233
398,200.0,9.92,7.06371391174214,-0.00588
399,200.0,13.89,4.059829790226141,-0.00358
400,178.08,-11.63,46.36318008899521,-0.00367
401,200.0,14.06,3.5228012190168543,-0.00289
402,187.73,-9.77,48.72555605419485,-0.0061
403,200.0,10.66,6.022807361172873,-0.00286
404,191.0,-3.02,42.707396142052445,-0.00313
405,200.0,12.1,4.0693854070475854,-0.00427
406,184.17,-9.05,45.930015277762614,-0.00566
407,200.0,10.97,2.721315245098183,-0.00154
408,190.18,1.49,34.37115680155643,-0.00378
409,200.0,11.83,3.0336775743593205,-0.00431
410,192.18,2.55,36.00920773967791,-0.00485
411,194.82,2.19,33.55315607545629,-0.00321
412,200.0,12.29,4.044381692831261,-0.00302
413,196.36,2.05,34.00984574756103,-0.0034
414,191.55,2.14,37.834022337304326,-0.00337
415,200.0,15.1,3.3979173669328078,-0.00338
416,200.0,14.42,6.224016839940811,-0.00534
417,187.27,-6.68,48.93755459658502,-0.00582
418,184.83,-7.43,46.53639809455694,-0.00536
419,200.0,15.37,4.698986240336261,-0.00562
420,200.0,15.29,2.876416243213773,-0.0039
421,183.5,-6.4,44.360815132970906,-0.00323
422,200.0,15.51,3.2677848276769486,-0.00318
423,200.0,10.87,11.339614769607097,-0.00298
424,200.0,14.32,6.796922228793574,-0.00389
425,200.0,14.92,5.131907623062583,-0.0025
426,200.0,15.43,2.8383548157881036,-0.00545
427,196.0,4.37,33.457532951184355,-0.00425
428,190.27,2.18,39.64189094421191,-0.00514
429,191.0,1.55,35.282743150226715,-0.00488
430,200.0,12.39,5.398463269567625,-0.00457
431,192.45,-2.43,39.428734561860274,-0.00255
432,200.0,12.25,5.166597981417923,-0.00212
433,200.0,12.69,5.351179212086124,-0.00398
434,191.09,0.7,35.9571957689418,-0.00323
435,200.0,13.71,3.0974800452343243,-0.00528
436,193.0,0.91,33.77602210413059,-0.00574
437,200.0,9.78,4.692355506260895,-0.0046
438,200.0,9.57,3.4690299203562973,-0.00277
439,200.0,12.21,2.752921895700043,-0.0027
440,200.0,13.52,2.901342185578222,-0.00383
441,200.0,12.51,3.298403693660717,-0.00305
442,199.09,3.84,32.887587800314726,-0.00293
443,200.0,14.6,3.850180185989955,-0.00371
444,200.0,10.87,4.169894596065872,-0.00239
445,200.0,13.34,2.6485673599922857,-0.00196
446,200.0,12.84,4.378389076337867,-0.00276
447,200.0,13.35,4.594864418635869,-0.00586
448,200.0,14.06,2.958774032543765,-0.00289
449,200.0,13.06,3.859174135006585,-0.00248
450,200.0,14.06,5.412966239260074,-0.00395
451,200.0,13.46,3.241258852003259,-0.00276
452,200.0,13.43,4.294999397887045,-0.0033
453,200.0,13.75,2.86512662760496,-0.00492
454,200.0,14.99,2.057451560322053,-0.00333
455,200.0,13.92,4.296987856279368,-0.00384
456,200.0,10.42,3.95932842989713,-0.00316
457,195.27,3.75,34.44841284252168,-0.00553
458,200.0,11.3,4.048259310245301,-0.00195
459,200.0,13.8,2.632909034807625,-0.0038
460,200.0,14.87,2.7671753004906683,-0.00397
461,200.0,12.62,3.397144687462778,-0.00391
462,200.0,13.12,5.006697628750012,-0.00168
463,200.0,14.13,2.717152018875554,-0.00347
464,200.0,12.82,4.049828776881115,-0.00463
465,200.0,13.23,8.148085802479134,-0.00459
466,200.0,14.95,5.424514143582155,-0.00398
467,192.73,4.1,34.48830251341919,-0.00499
468,196.82,3.6,34.05265966074783,-0.00389
469,200.0,17.25,4.897134225295537,-0.00498
470,200.0,15.56,3.5406671135157812,-0.00402
471,193.0,-4.53,43.32715997921704,-0.00366
472,200.0,14.34,5.646023919325869,-0.00366
473,200.0,16.2,3.6152952676236807,-0.00261
474,200.0,15.87,3.2883064159999478,-0.00302
475,200.0,16.78,2.2958671369952657,-0.00389
476,200.0,15.01,4.809630238172356,-0.00314
477,200.0,15.44,3.3193756063056568,-0.00311
478,200.0,17.09,1.619066914100171,-0.00454
479,200.0,16.16,4.55197624827306,-0.00313
480,197.45,6.79,33.784668064025546,-0.00421
481,200.0,16.56,2.9098271864642724,-0.0034
482,200.0,16.32,3.6380700336975367,-0.00264
483,192.36,6.26,34.658920375847174,-0.00493
484,200.0,16.95,4.582490812959987,-0.00181
485,200.0,16.26,3.1897859023429644,-0.00418
486,200.0,17.55,3.3994011898252725,-0.00406
487,200.0,18.54,4.104992584357732,-0.00305
488,200.0,16.54,5.171719800777697,-0.00322
489,200.0,16.33,5.664507198885483,-0.00454
490,200.0,13.62,8.940138659430012,-0.00355
491,194.09,6.8,34.080658964076996,-0.00281
492,194.91,3.73,36.238568207997844,-0.00387
493,200.0,16.85,2.7810792161546893,-0.00311
494,200.0,17.6,2.5923976253788514,-0.00283
495,188.18,5.42,37.46952196278926,-0.00701
496,200.0,18.76,2.719082302327006,-0.00261
497,200.0,13.64,6.273203001864697,-0.00127
498,200.0,16.86,3.2982434651658665,-0.00335
499,200.0,17.85,2.9713706488359355,-0.0037
500,200.0,18.01,4.018352323747993,-0.00309
501,200.0,19.16,2.860150225853022,-0.00349
502,200.0,20.27,3.229849792737923,-0.0031
503,193.27,7.95,35.43959534142309,-0.00263
504,192.64,7.01,35.083770076194085,-0.00287
505,200.0,20.11,3.281849622237933,-0.00249
506,193.55,2.37,38.75976182074003,-0.00538
507,200.0,17.45,3.249107744395874,-0.00386
508,200.0,17.85,3.1809779876783275,-0.00306
509,200.0,19.28,2.8244134789889084,-0.00345
510,200.0,18.55,3.436892749150769,-0.00298
511,200.0,15.83,4.634449090854781,-0.00258
512,187.27,5.89,38.10046996527495,-0.00459
513,200.0,18.26,3.626874712839931,-0.00288
514,200.0,17.39,2.463648470092438,-0.003
515,200.0,18.48,4.780546636516551,-0.00187
516,200.0,16.96,6.7356451990098245,-0.00546
517,194.64,6.79,35.53310911417894,-0.00343
518,196.36,-5.14,45.314920527967786,-0.00424
519,200.0,17.49,3.1377909667010546,-0.00528
520,200.0,14.36,7.172633237585973,-0.00281
521,195.55,6.81,31.97067613423343,-0.00315
522,200.0,16.5,3.4765271125663393,-0.00254
523,200.0,16.85,3.5624108733493487,-0.00256
524,189.36,5.19,37.398214726529375,-0.00442
525,200.0,16.38,3.3286857511060965,-0.00403
526,193.27,8.02,34.00602052215229,-0.0021
527,200.0,18.43,1.9277702947884532,-0.00323
528,200.0,16.05,3.431388877915608,-0.00305
529,200.0,17.51,2.430348549289848,-0.00247
530,191.55,5.93,33.450631722188795,-0.00334
531,198.82,5.65,33.50831678516219,-0.00316
532,200.0,18.81,2.583444361584361,-0.00151
533,200.0,18.46,3.882809571429299,-0.00395
534,200.0,17.94,2.7434698760739855,-0.00397
535,200.0,18.63,4.291885916307089,-0.00336
536,199.91,7.43,31.75091800146824,-0.00237
537,200.0,15.36,4.275405296636773,-0.00438
538,197.82,4.13,33.555239887081804,-0.00257
539,200.0,18.07,3.8910318867515907,-0.00389
540,200.0,18.26,2.943042933235268,-0.00324
541,200.0,15.64,2.509495257853976,-0.00347
542,200.0,14.49,4.905594828718096,-0.0018
543,195.64,7.3,32.4839546339882,-0.00345
544,200.0,18.14,4.365605602226593,-0.00208
545,200.0,17.35,4.530211130681152,-0.00367
546,200.0,16.03,8.801489980390985,-0.00406
547,200.0,18.82,2.757198904523721,-0.00455
548,200.0,15.08,6.985350764289839,-0.00397
549,200.0,14.89,4.494896978044475,-0.00249
550,200.0,16.77,2.0076178416516743,-0.00349
551,200.0,15.07,3.0822073301356956,-0.00311
552,200.0,14.7,3.5192774660526753,-0.00397
553,200.0,17.6,3.501437226651467,-0.00417
554,200.0,15.2,1.8097874639572231,-0.00352
555,200.0,14.14,2.982971490079533,-0.00318
556,200.0,12.24,6.819504275686176,-0.00387
557,200.0,14.88,2.8045200062640414,-0.00464
558,200.0,17.1,2.134545877665309,-0.00363
